0,7,0
1,7,0
2,6,1
3,6,1
4,5,2
5,5,3
6,4,3
7,4,3
8,4,3
9,4,3
10,4,3
11,4,3
12,4,3
13,3,5
14,3,5
15,3,5
16,3,5
17,4,5
18,4,6
19,4,6
20,4,6
21,4,6
22,4,7
23,4,7
24,4,8
25,4,9
26,4,10
27,3,11
28,2,11
29,2,11
30,3,11
31,3,11
32,3,11
33,4,12
34,3,12
35,3,12
36,4,12
37,4,12
38,6,12
39,6,12
40,7,12
41,7,12
42,9,12
43,9,12
44,10,12
45,10,12
46,12,13
47,10,14
48,11,14
49,11,14
50,14,16
51,12,16
52,13,17
53,12,17
54,14,17
55,14,17
56,16,17
57,17,18
58,19,18
59,19,18
60,21,20
61,22,21
62,22,22
63,23,24
64,23,28
65,19,28
66,22,29
67,22,30
68,24,30
69,26,31
70,27,33
71,27,34
72,28,34
73,30,34
74,34,34
75,37,36
76,35,37
77,36,39
78,34,42
79,34,43
80,37,46
81,34,46
82,36,49
83,37,51
84,38,54
85,40,55
86,44,55
87,47,59
88,46,60
89,48,63
90,50,66
91,49,72
92,46,73
93,47,74
94,49,80
95,45,81
96,49,84
97,52,85
98,55,90
99,54,94
100,52,99
101,49,103
102,48,104
103,55,107
104,55,110
105,54,112
106,56,113
107,61,114
108,60,118
109,63,120
110,67,126
111,64,128
112,65,131
113,71,134
114,72,137
115,72,142
116,71,146
117,71,149
118,69,151
119,72,154
120,74,156
121,76,162
122,73,164
123,75,168
124,76,171
125,82,174
126,79,180
127,83,183
128,83,184
129,91,190
130,88,195
131,87,200
132,84,207
133,83,211
134,77,214
135,86,221
136,82,229
137,80,233
138,83,241
139,79,245
140,84,249
141,92,253
142,94,257
143,98,261
144,100,269
145,95,276
146,98,279
147,110,282
148,113,291
149,107,298
150,105,305
151,104,308
152,109,318
153,111,326
154,114,328
155,120,336
156,121,343
157,124,351
158,131,364
159,130,371
160,128,379
161,128,384
162,133,391
163,137,399
164,143,405
165,148,411
166,150,416
167,150,427
168,150,432
169,151,440
170,155,446
171,165,455
172,163,468
173,157,477
174,162,483
175,160,487
176,170,492
177,187,503
178,188,511
179,189,516
180,197,525
181,196,530
182,200,539
183,212,550
184,207,564
185,207,575
186,206,586
187,203,600
188,206,616
189,205,628
190,208,638
191,210,646
192,212,658
193,211,666
194,218,681
195,224,695
196,230,708
197,237,713
198,243,726
199,241,739
200,244,751
201,254,765
202,254,786
203,255,801
204,252,816
205,254,832
206,259,842
207,270,854
208,276,870
209,279,886
210,278,897
211,280,912
212,286,927
213,287,933
214,299,951
215,302,970
216,306,981
217,303,996
218,310,1015
219,307,1029
220,306,1046
221,318,1050
222,334,1070
223,333,1084
224,343,1108
225,338,1126
226,337,1142
227,341,1156
228,346,1174
229,352,1188
230,359,1207
231,364,1231
232,370,1242
233,376,1266
234,382,1290
235,371,1304
236,378,1323
237,383,1333
238,401,1349
239,399,1366
240,415,1388
241,419,1416
242,424,1435
243,425,1449
244,432,1472
245,430,1490
246,435,1514
247,439,1533
248,449,1553
249,454,1571
250,455,1596
251,448,1616
252,453,1639
253,463,1657
254,473,1681
255,478,1699
256,484,1722
257,487,1744
258,496,1770
259,498,1789
260,498,1810
261,502,1835
262,504,1857
263,515,1881
264,517,1914
265,514,1935
266,507,1953
267,519,1971
268,506,1998
269,513,2032
270,498,2055
271,500,2074
272,493,2098
273,498,2121
274,500,2139
275,504,2155
276,521,2173
277,507,2201
278,489,2224
279,507,2240
280,511,2268
281,490,2304
282,471,2324
283,477,2351
284,476,2365
285,493,2387
286,491,2411
287,486,2440
288,473,2466
289,479,2482
290,472,2508
291,484,2525
292,500,2543
293,497,2568
294,484,2592
295,484,2606
296,477,2628
297,473,2652
298,470,2678
299,456,2697
300,471,2719
301,464,2742
302,456,2768
303,460,2796
304,453,2815
305,448,2841
306,455,2856
307,454,2887
308,441,2909
309,455,2941
310,439,2961
311,424,2984
312,423,3015
313,416,3034
314,410,3051
315,404,3080
316,401,3097
317,400,3127
318,407,3151
319,397,3172
320,396,3188
321,404,3207
322,402,3227
323,384,3247
324,383,3266
325,391,3285
326,391,3305
327,389,3331
328,389,3359
329,379,3383
330,372,3398
331,373,3414
332,379,3432
333,390,3453
334,381,3467
335,388,3485
336,384,3503
337,373,3524
338,364,3548
339,359,3565
340,357,3582
341,366,3599
342,371,3610
343,374,3625
344,373,3650
345,361,3663
346,371,3677
347,365,3695
348,362,3711
349,361,3729
350,358,3747
351,355,3764
352,347,3783
353,353,3799
354,360,3816
355,359,3837
356,342,3855
357,349,3874
358,345,3886
359,348,3901
360,351,3915
361,346,3933
362,337,3949
363,347,3963
364,341,3987
365,335,4000
366,330,4020
367,330,4037
368,328,4054
369,319,4073
370,304,4089
371,296,4109
372,298,4125
373,288,4143
374,285,4157
375,286,4178
376,282,4194
377,281,4208
378,271,4226
379,273,4234
380,279,4248
381,274,4264
382,276,4275
383,280,4289
384,283,4296
385,286,4313
386,285,4331
387,289,4342
388,287,4357
389,285,4365
390,292,4377
391,285,4393
392,287,4408
393,277,4430
394,276,4437
395,281,4447
396,289,4459
397,292,4471
398,287,4485
399,287,4507
