0,40,1
1,37,4
2,34,7
3,32,9
4,28,13
5,25,16
6,23,18
7,19,23
8,14,27
9,11,30
10,11,30
11,10,31
12,10,32
13,10,32
14,9,34
15,8,34
16,9,36
17,8,36
18,8,37
19,7,37
20,7,38
21,7,41
22,4,42
23,4,42
24,5,44
25,3,44
26,3,45
27,2,46
28,1,46
29,3,46
30,4,46
31,4,46
32,4,47
33,5,47
34,5,48
35,4,50
36,4,51
37,3,52
38,2,52
39,2,52
40,3,52
41,3,52
42,4,52
43,6,52
44,8,53
45,8,54
46,7,55
47,6,55
48,6,55
49,6,57
50,4,57
51,4,58
52,3,58
53,3,58
54,3,58
55,4,58
56,5,58
57,7,59
58,8,59
59,8,60
60,7,61
61,6,63
62,4,63
63,4,63
64,5,65
65,3,65
66,3,65
67,5,65
68,7,68
69,5,70
70,3,71
71,3,71
72,4,71
73,4,71
74,4,71
75,4,71
76,4,72
77,3,72
78,4,72
79,4,72
80,6,72
81,6,72
82,7,73
83,6,73
84,6,74
85,5,74
86,5,74
87,6,75
88,7,75
89,9,75
90,10,76
91,11,77
92,12,78
93,11,80
94,10,80
95,10,81
96,9,81
97,9,83
98,7,83
99,7,84
100,6,84
101,7,85
102,6,85
103,10,86
104,9,86
105,9,88
106,6,88
107,7,89
108,6,89
109,9,90
110,9,90
111,11,92
112,10,94
113,8,94
114,11,95
115,13,97
116,12,99
117,11,100
118,11,100
119,13,100
120,13,104
121,10,107
122,9,109
123,9,109
124,9,112
125,9,113
126,9,117
127,9,118
128,8,119
129,8,122
130,7,122
131,9,123
132,8,123
133,8,123
134,11,123
135,11,124
136,14,125
137,14,126
138,13,128
139,11,129
140,11,129
141,13,129
142,13,130
143,12,131
144,14,132
145,15,137
146,9,139
147,10,139
148,10,140
149,11,141
150,13,142
151,14,143
152,13,144
153,12,145
154,12,145
155,12,146
156,11,147
157,12,150
158,11,151
159,11,151
160,13,153
161,11,158
162,7,159
163,7,159
164,9,159
165,11,160
166,12,161
167,11,162
168,10,163
169,10,164
170,9,166
171,8,167
172,9,169
173,8,170
174,9,171
175,12,171
176,12,171
177,13,171
178,14,171
179,16,171
180,19,173
181,18,174
182,17,178
183,15,178
184,16,179
185,15,180
186,18,182
187,16,184
188,15,185
189,16,186
190,18,187
191,18,188
192,21,190
193,20,193
194,17,194
195,17,195
196,18,195
197,22,200
198,17,200
199,19,201
200,18,201
201,19,204
202,18,205
203,20,207
204,18,208
205,19,210
206,18,211
207,19,214
208,17,216
209,15,217
210,16,221
211,13,222
212,13,224
213,11,226
214,12,228
215,12,229
216,14,230
217,14,232
218,13,233
219,15,236
220,12,237
221,12,237
222,15,239
223,16,240
224,17,242
225,16,242
226,17,246
227,15,248
228,14,249
229,13,252
230,10,253
231,10,253
232,14,253
233,17,253
234,20,254
235,22,256
236,25,259
237,23,263
238,20,264
239,20,269
240,16,269
241,18,271
242,17,272
243,19,272
244,21,275
245,20,276
246,21,277
247,24,281
248,22,283
249,24,286
250,22,289
251,23,291
252,22,293
253,21,297
254,21,298
255,23,300
256,22,303
257,24,305
258,22,308
259,20,312
260,19,314
261,21,317
262,19,320
263,19,321
264,22,324
265,20,325
266,20,327
267,22,328
268,23,330
269,21,334
270,19,335
271,22,336
272,23,338
273,27,338
274,29,342
275,26,345
276,27,345
277,30,348
278,30,350
279,30,351
280,31,353
281,31,354
282,32,355
283,30,359
284,27,364
285,27,370
286,25,373
287,24,374
288,28,377
289,28,378
290,30,380
291,33,385
292,31,389
293,28,390
294,31,394
295,28,396
296,32,401
297,30,404
298,29,406
299,30,408
300,28,409
301,31,411
302,32,418
303,29,420
304,29,424
305,28,425
306,31,430
307,32,432
308,32,436
309,33,438
310,33,442
311,34,445
312,35,449
313,34,453
314,34,455
315,36,457
316,37,460
317,36,464
318,37,470
319,38,473
320,41,478
321,45,485
322,45,491
323,43,497
324,40,502
325,39,505
326,40,506
327,46,508
328,46,514
329,48,520
330,43,524
331,43,528
332,42,532
333,44,535
334,48,543
335,43,548
336,42,550
337,47,554
338,44,557
339,48,561
340,51,566
341,51,567
342,57,572
343,53,576
344,49,585
345,48,590
346,49,595
347,55,603
348,52,609
349,49,614
350,53,616
351,52,625
352,49,629
353,43,635
354,44,637
355,43,640
356,42,645
357,46,649
358,46,657
359,46,662
360,46,665
361,47,671
362,43,677
363,42,682
364,43,687
365,42,692
366,43,699
367,39,704
368,39,708
369,41,712
370,39,716
371,40,723
372,38,726
373,39,731
374,38,734
375,42,740
376,42,747
377,42,749
378,42,752
379,41,753
380,46,758
381,43,764
382,43,770
383,44,775
384,42,778
385,44,784
386,40,787
387,40,790
388,46,793
389,47,798
390,48,798
391,53,803
392,55,811
393,54,815
394,52,821
395,50,828
396,53,835
397,49,842
398,45,844
399,47,845
400,53,849
401,53,852
402,55,858
403,53,865
404,51,870
405,53,875
406,54,881
407,53,884
408,55,892
409,51,899
410,51,906
411,51,908
412,54,918
413,48,928
414,45,934
415,41,939
416,42,941
417,43,947
418,45,954
419,44,959
420,47,967
421,45,971
422,50,980
423,46,983
424,48,988
425,49,993
426,49,998
427,47,1004
428,46,1006
429,50,1010
430,50,1017
431,51,1020
432,53,1023
433,55,1027
434,58,1032
435,57,1037
436,56,1040
437,60,1047
438,55,1055
439,54,1060
440,55,1063
441,60,1067
442,58,1072
443,58,1074
444,61,1080
445,60,1086
446,56,1091
447,64,1097
448,63,1103
449,66,1111
450,60,1115
451,62,1121
452,67,1129
453,63,1139
454,56,1141
455,61,1151
456,54,1155
457,57,1159
458,57,1163
459,60,1168
460,62,1175
461,63,1179
462,64,1186
463,58,1193
464,58,1202
465,57,1206
466,54,1213
467,53,1217
468,49,1223
469,52,1228
470,55,1238
471,49,1244
472,52,1248
473,59,1250
474,60,1256
475,62,1263
476,62,1271
477,61,1276
478,61,1284
479,61,1292
480,60,1296
481,57,1307
482,55,1313
483,59,1318
484,57,1325
485,58,1329
486,56,1335
487,55,1337
488,62,1341
489,61,1344
490,63,1352
491,63,1360
492,61,1363
493,64,1370
494,64,1379
495,64,1386
496,62,1395
497,61,1404
498,58,1409
499,59,1414
500,65,1419
501,64,1425
502,64,1434
503,58,1443
504,58,1449
505,56,1458
506,56,1466
507,53,1468
508,58,1472
509,57,1479
510,58,1486
511,57,1489
512,62,1494
513,64,1501
514,62,1505
515,70,1512
516,69,1515
517,69,1522
518,68,1530
519,64,1539
520,60,1543
521,61,1550
522,62,1555
523,59,1562
524,57,1572
525,56,1575
526,57,1580
527,60,1591
528,57,1596
529,57,1604
530,56,1611
531,58,1616
532,63,1621
533,60,1631
534,66,1637
535,72,1650
536,63,1652
537,63,1656
538,66,1661
539,63,1671
540,62,1676
541,60,1683
542,58,1688
543,62,1693
544,62,1700
545,67,1708
546,65,1714
547,65,1720
548,66,1725
549,69,1734
550,71,1738
551,74,1752
552,67,1758
553,66,1762
554,67,1766
555,72,1770
556,71,1776
557,70,1786
558,66,1793
559,67,1799
560,67,1808
561,71,1814
562,77,1821
563,74,1827
564,73,1833
565,75,1841
566,79,1848
567,78,1858
568,71,1863
569,75,1870
570,72,1874
571,74,1879
572,72,1886
573,73,1892
574,73,1899
575,74,1905
576,79,1913
577,78,1917
578,78,1922
579,75,1931
580,77,1943
581,72,1950
582,72,1957
583,74,1961
584,73,1969
585,72,1975
586,72,1984
587,72,1992
588,67,1998
589,70,2000
590,78,2001
591,85,2008
592,82,2015
593,80,2022
594,87,2033
595,81,2044
596,74,2050
597,72,2058
598,73,2068
599,69,2075
600,66,2079
601,71,2084
602,71,2095
603,71,2102
604,71,2104
605,72,2112
606,71,2120
607,74,2125
608,79,2139
609,67,2146
610,64,2150
611,68,2153
612,69,2159
613,73,2170
614,65,2174
615,68,2180
616,71,2185
617,72,2192
